chr1	11845	12009	1	1	0	0	48	25
chr1	12698	13482	1	1	0	65	1	20
chr1	14830	14969	2	2	0	28	67	43
chr1	14844	14969	2	2	0	0	47	34
chr1	14844	185490	2	2	0	0	47	34
chr1	15039	15795	2	2	1	0	115	41
chr1	15948	16606	2	2	1	0	33	14
chr1	16028	16606	2	2	0	0	36	38
chr1	16766	16857	2	2	1	177	761	50
chr1	17056	17232	2	2	1	89	327	50
chr1	17369	17525	2	2	0	0	53	50
chr1	17369	17605	2	2	1	26	292	50
chr1	17743	17914	2	2	1	0	602	48
chr1	18062	18267	2	2	1	0	206	43
chr1	18367	24737	2	2	1	18	160	43
chr1	19140	24737	2	2	0	0	72	48
chr1	19313	19382	1	3	0	0	3	40
chr1	22150	192674	1	1	0	27	0	17
chr1	90051	90286	2	2	1	0	15	38
chr1	91630	92090	2	2	1	1	70	45
chr1	129224	133373	2	2	1	48	0	43
chr1	135494	135556	1	3	0	0	1	36
chr1	135557	135656	1	3	0	0	1	23
chr1	135568	135839	1	3	0	0	1	37
chr1	136222	136708	2	2	0	0	1	48
chr1	136270	136318	2	2	0	4	1	38
chr1	136270	136561	2	2	0	0	1	31
chr1	136270	136610	2	2	0	0	98	44
chr1	136270	136659	2	2	0	0	55	44
chr1	136270	136708	2	2	0	0	1	29
chr1	136270	136756	2	2	0	0	1	31
chr1	136270	136805	2	2	0	0	1	31
chr1	136270	136854	2	2	0	0	4	44
chr1	136270	136903	2	2	0	0	2	44
chr1	136319	136366	2	2	0	0	1	20
chr1	136319	136463	2	2	0	0	1	31
chr1	136319	136610	2	2	0	0	3	33
chr1	136319	136659	2	2	0	0	2	29
chr1	136319	136708	2	2	0	1	14	37
chr1	136319	136756	2	2	0	0	1	31
chr1	136319	136805	2	2	0	0	1	31
chr1	136319	136854	2	2	0	0	2	31
chr1	136319	136903	2	2	0	0	13	37
chr1	136319	137049	2	2	0	0	1	37
chr1	136367	136512	2	2	0	0	2	30
chr1	136367	136561	2	2	0	0	1	31
chr1	136367	136610	2	2	0	0	106	44
chr1	136367	136659	2	2	0	0	63	44
chr1	136367	136708	2	2	0	1	1	31
chr1	136367	136756	2	2	0	0	1	31
chr1	136367	136805	2	2	0	0	1	31
chr1	136367	136854	2	2	0	1	4	44
chr1	136367	136903	2	2	0	1	26	44
chr1	136416	136463	2	2	0	0	1	31
chr1	136416	136610	2	2	0	0	5	33
chr1	136416	136659	2	2	0	0	4	30
chr1	136416	136708	2	2	0	0	17	37
chr1	136416	136756	2	2	0	0	1	31
chr1	136416	136805	2	2	0	0	1	31
chr1	136416	136854	2	2	0	0	2	31
chr1	136416	136903	2	2	0	3	16	45
chr1	136416	137049	2	2	0	0	1	37
chr1	136416	137098	2	2	0	0	2	37
chr1	136464	136512	2	2	0	0	3	29
chr1	136464	136561	2	2	0	9	9	36
chr1	136464	136610	2	2	0	0	4	44
chr1	136464	136659	2	2	0	2	4	44
chr1	136464	136756	2	2	0	3	10	35
chr1	136464	136805	2	2	0	0	10	35
chr1	136464	136854	2	2	0	3	7	23
chr1	136464	136903	2	2	0	1	25	35
chr1	136513	136561	2	2	0	1	2	41
chr1	136513	136610	2	2	0	1	7	41
chr1	136513	136659	2	2	0	0	7	41
chr1	136513	136708	2	2	0	4	20	37
chr1	136513	136756	2	2	0	0	3	45
chr1	136513	136805	2	2	0	0	3	45
chr1	136513	136854	2	2	0	0	4	45
chr1	136513	136903	2	2	0	2	18	45
chr1	136513	137049	2	2	0	0	1	37
chr1	136513	137098	2	2	0	1	1	24
chr1	136562	136708	2	2	0	0	1	30
chr1	136562	136805	2	2	0	0	3	14
chr1	136562	136854	2	2	0	0	2	14
chr1	136562	136952	2	2	0	0	2	45
chr1	136562	137049	2	2	0	0	1	31
chr1	136611	136756	2	2	0	0	3	42
chr1	136611	136805	2	2	0	0	1	39
chr1	136611	136854	2	2	0	0	3	39
chr1	136611	136903	2	2	0	0	3	37
chr1	136611	136952	2	2	0	0	7	41
chr1	136611	137001	2	2	0	0	31	42
chr1	136611	137147	2	2	0	0	1	16
chr1	136611	137196	2	2	0	0	28	42
chr1	136660	136756	2	2	0	0	8	42
chr1	136660	136805	2	2	0	0	12	43
chr1	136660	136854	2	2	0	0	14	45
chr1	136660	136903	2	2	0	0	8	49
chr1	136660	136952	2	2	0	0	8	41
chr1	136660	137001	2	2	0	0	5	41
chr1	136660	137147	2	2	0	0	2	36
chr1	136660	137196	2	2	0	0	2	41
chr1	136709	136756	2	2	0	0	10	42
chr1	136709	136805	2	2	0	0	14	43
chr1	136709	136854	2	2	0	0	16	45
chr1	136709	136903	2	2	0	2	41	50
chr1	136709	136952	2	2	0	0	8	41
chr1	136709	137001	2	2	0	0	3	28
chr1	136709	137147	2	2	0	0	2	36
chr1	136757	136854	2	2	0	1	3	41
chr1	136757	136903	2	2	0	13	31	45
chr1	136757	136952	2	2	0	55	129	49
chr1	136757	137049	2	2	0	0	4	49
chr1	136757	137147	2	2	0	0	99	49
chr1	136806	137001	2	2	0	0	3	36
chr1	136806	137049	2	2	0	0	5	49
chr1	136806	137147	2	2	0	0	33	39
chr1	136806	137196	2	2	0	0	1	36
chr1	136855	136952	2	2	0	0	2	49
chr1	136855	137001	2	2	0	0	13	41
chr1	136855	137049	2	2	0	0	8	49
chr1	136855	137147	2	2	0	0	98	49
chr1	136855	137196	2	2	0	0	8	36
chr1	136904	136952	2	2	0	52	549	49
chr1	136904	137001	2	2	0	0	4	40
chr1	136904	137049	2	2	0	0	16	49
chr1	136904	137098	2	2	0	0	1	17
chr1	136904	137147	2	2	0	0	183	49
chr1	136904	137196	2	2	0	0	1	40
chr1	136904	137244	2	2	0	0	9	17
chr1	136953	137001	2	2	0	0	41	48
chr1	136953	137049	2	2	0	0	7	49
chr1	136953	137196	2	2	0	0	38	48
chr1	137002	137049	2	2	0	0	4	38
chr1	137002	137098	2	2	0	0	6	37
chr1	137002	137147	2	2	0	0	6	41
chr1	137050	137147	2	2	0	0	95	45
chr1	137050	492349	2	2	0	0	48	41
chr1	137099	137147	2	2	0	0	3	41
chr1	137099	137196	2	2	0	0	1	30
chr1	137197	137244	2	2	0	0	1	24
chr1	137245	492349	2	2	0	0	48	41
chr1	137614	492771	1	3	0	0	49	15
chr1	137783	137912	2	4	0	0	1	31
chr1	138008	138075	2	4	0	1	0	45
