chr1	14830	14929	2	2	0	0	31	22
chr1	15039	15795	2	2	1	0	1	19
chr1	15948	16606	2	2	1	0	71	21
chr1	16028	16606	2	2	0	0	43	25
chr1	16766	16853	2	2	0	1	0	48
chr1	16766	16857	2	2	1	185	330	44
chr1	16766	16875	2	2	0	0	1	20
chr1	17056	17232	2	2	1	186	552	49
chr1	17056	17605	2	2	0	0	44	45
chr1	17369	17605	2	2	1	42	123	49
chr1	17743	17914	2	2	1	0	450	44
chr1	18062	18267	2	2	1	0	291	47
chr1	18367	24737	2	2	1	0	60	22
chr1	18370	18912	2	2	0	0	58	41
chr1	19313	19382	1	3	0	0	4	14
chr1	19383	189835	1	3	0	27	0	20
chr1	26304	196829	0	0	0	31	5	34
chr1	90051	90286	2	2	1	1	0	49
chr1	90228	90286	2	2	0	0	57	27
chr1	90228	90345	2	2	0	0	57	27
chr1	90228	90404	2	2	0	0	1	26
chr1	92241	112699	2	2	1	1	0	30
chr1	110973	466980	2	2	0	0	9	39
chr1	110973	701955	2	2	0	0	9	39
chr1	129224	133373	2	2	1	0	45	38
chr1	135090	139211	1	1	0	0	33	22
chr1	135230	135294	1	3	0	1	0	23
chr1	135549	135648	2	4	0	0	1	21
chr1	135557	135656	1	3	0	0	1	28
chr1	136061	137542	1	1	0	2	0	13
chr1	136095	137431	1	1	0	1	0	35
chr1	136146	137393	0	0	0	0	21	34
chr1	136222	136610	2	2	0	0	72	20
chr1	136222	136659	2	2	0	0	1	20
chr1	136270	136318	2	2	0	0	2	36
chr1	136270	136561	2	2	0	0	3	45
chr1	136270	136610	2	2	0	0	64	43
chr1	136270	136659	2	2	0	0	61	36
chr1	136270	136708	2	2	0	0	6	36
chr1	136270	136805	2	2	0	0	9	19
chr1	136270	136854	2	2	0	0	3	28
chr1	136319	136708	2	2	0	0	7	47
chr1	136319	136756	2	2	0	0	1	29
chr1	136319	136805	2	2	0	0	1	29
chr1	136319	136903	2	2	0	0	1	37
chr1	136319	137098	2	2	0	0	2	33
chr1	136367	136463	2	2	0	0	41	22
chr1	136367	136512	2	2	0	1	2	23
chr1	136367	136561	2	2	0	0	3	45
chr1	136367	136610	2	2	0	0	70	43
chr1	136367	136659	2	2	0	0	67	38
chr1	136367	136708	2	2	0	0	8	36
chr1	136367	136805	2	2	0	0	9	19
chr1	136367	136854	2	2	0	0	3	28
chr1	136367	136903	2	2	0	0	1	30
chr1	136416	136463	2	2	0	0	1	23
chr1	136416	136561	2	2	0	0	1	23
chr1	136416	136610	2	2	0	0	19	33
chr1	136416	136659	2	2	0	0	19	33
chr1	136416	136708	2	2	0	0	8	47
chr1	136416	136756	2	2	0	0	2	29
chr1	136416	136805	2	2	0	0	2	29
chr1	136416	136854	2	2	0	0	1	23
chr1	136416	136903	2	2	0	0	18	30
chr1	136416	136952	2	2	0	0	1	23
chr1	136416	137049	2	2	0	0	1	23
chr1	136416	137098	2	2	0	0	20	33
chr1	136416	137147	2	2	0	0	21	23
chr1	136464	136512	2	2	0	0	4	28
chr1	136464	136561	2	2	0	15	19	44
chr1	136464	136610	2	2	0	27	31	42
chr1	136464	136659	2	2	0	5	30	42
chr1	136464	136708	2	2	0	0	2	37
chr1	136464	136756	2	2	0	0	1	26
chr1	136464	136805	2	2	0	0	1	26
chr1	136464	136854	2	2	0	0	1	14
chr1	136464	136903	2	2	0	1	3	25
chr1	136464	137049	2	2	0	1	1	29
chr1	136513	136561	2	2	0	0	4	24
chr1	136513	136610	2	2	0	0	11	40
chr1	136513	136659	2	2	0	0	11	40
chr1	136513	136708	2	2	0	4	6	47
chr1	136513	136756	2	2	0	0	1	29
chr1	136513	136805	2	2	0	0	1	29
chr1	136513	137001	2	2	0	0	1	36
chr1	136513	137098	2	2	0	0	2	33
chr1	136562	136708	2	2	0	1	0	43
chr1	136562	136756	2	2	0	0	1	31
chr1	136562	136805	2	2	0	0	1	31
chr1	136562	136952	2	2	0	0	2	30
chr1	136562	137147	2	2	0	0	1	30
chr1	136611	136756	2	2	0	0	1	30
chr1	136611	136805	2	2	0	0	2	33
chr1	136611	136854	2	2	0	0	2	33
chr1	136611	136903	2	2	0	0	2	28
chr1	136611	136952	2	2	0	0	4	41
chr1	136611	137001	2	2	0	0	47	48
chr1	136611	137049	2	2	0	0	1	30
chr1	136611	137147	2	2	0	0	1	30
chr1	136611	137196	2	2	0	0	2	48
